EffectiveDate,MeterName,MeterSubCategory,MeterRegion,PerHour,PerMonth
31-Dec-2014,A4,A Series Basic,EU West,0.408,297.84
31-Oct-2018,B8ms,BS Series Windows,EU West,0.416,303.68
30-Nov-2019,E48a v4/E48as v4,Eav4/Easv4 Series,US East 2,3.024,2207.52
30-Nov-2019,D2a v4/D2as v4,Dav4/Dasv4 Series,EU West,0.115,83.95
30-Apr-2017,G2/GS2 Low Priority,G/GS Series Windows,AP Southeast,0.584,426.32
30-Apr-2017,A10 Low Priority,A Series Windows,EU North,0.432,315.36
31-May-2018,NC6s v2 Low Priority,NCSv2 Series Windows,US East,0.997,727.81
31-Mar-2017,NV12 Low Priority,NV Series Windows,US East,1.152,840.9599999999999
31-Oct-2016,A2 v2,Av2 Series Windows,AP East,0.159,116.07000000000001
16-Jun-2017,D4 v3/D4s v3,Dv3/DSv3 Series,EU West,0.24,175.2
31-Jul-2018,NC12s v3,NCSv3 Series Windows,US East 2,6.6816,4877.568
30-Apr-2019,NC12s v3 Low Priority,NCSv3 Series,AP Southeast,1.694,1236.62
24-Jan-2019,L32s v2 Low Priority,LSv2 Series,EU North,0.55,401.50000000000006
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series,AP East,0.428,312.44
31-Mar-2017,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,EU West,0.128,93.44
31-May-2018,D2 v2/DS2 v2,Dv2/DSv2 Series Windows,US East,0.252,183.96
03-Feb-2017,F16/F16s,F/FS Series,EU North,0.905,660.65
31-Mar-2017,A8m v2 Low Priority,Av2 Series Windows,AP East,0.476,347.47999999999996
30-Apr-2017,G3/GS3 Low Priority,G/GS Series Windows,AP Southeast,1.168,852.64
31-Jul-2019,B12ms,BS Series,AP East,0.701,511.72999999999996
30-Sep-2017,H8,H Series,US East,0.904,659.9200000000001
30-Apr-2017,A3 Low Priority,A Series Windows,AP Southeast,0.144,105.11999999999999
02-Nov-2017,H16r Low Priority,H Series,AP Southeast,0.407,297.10999999999996
31-Jul-2019,NV12s v3,NVSv3 Series,EU West,1.426,1040.98
30-Nov-2019,D16a v4/D16as v4 Low Priority,Dav4/Dasv4 Series Windows,US East,0.602,439.46
30-Nov-2019,E4a v4/E4as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,0.174,127.02
30-Nov-2019,E8a v4/E8as v4 Low Priority,Eav4/Easv4 Series Windows,US East 2,0.349,254.76999999999998
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series Windows,AP Southeast,2.035,1485.5500000000002
03-Feb-2017,F8/F8s,F/FS Series,US East,0.398,290.54
31-Jul-2019,NV24s v3 Low Priority,NVSv3 Series Windows,EU West,1.5816,1154.568
10-Jan-2019,NV24,NV Promo Series Windows,US East 2,3.988,2911.24
30-Apr-2014,A7,A Series Windows,EU West,1.36,992.8000000000001
31-Aug-2016,D14 v2/DS14 v2,Dv2/DSv2 Series Windows,EU West,2.228,1626.44
31-May-2018,F64s v2 Low Priority,FSv2 Series Windows,US East 2,2.084,1521.3200000000002
10-Oct-2018,DC4s,DCS Series,US East,0.395,288.35
29-Jan-2018,ND6s Low Priority,NDS Series Windows,AP Southeast,1.4316,1045.068
16-Aug-2018,B1ms,BS Series Windows,EU West,0.0277,20.221
31-Jul-2019,NV6,NV Series Windows,AP Southeast,1.865,1361.45
24-Jan-2019,L32s v2,LSv2 Series Windows,EU North,4.224,3083.52
30-Apr-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series Windows,AP East,1.066,778.1800000000001
09-Aug-2018,M64ms,MS Series,AP East,18.7375,13678.375
02-Feb-2017,E4 v3/E4s v3,Ev3/ESv3 Series Windows,EU West,0.504,367.92
30-Nov-2019,D8a v4/D8as v4,Dav4/Dasv4 Series,US East 2,0.384,280.32
31-Mar-2017,E16 v3/E16s v3 Low Priority,Ev3/ESv3 Series,EU West,0.256,186.88
14-Dec-2017,D8 v3/D8s v3,Dv3/DSv3 Series Windows,US East,0.752,548.96
31-Dec-2016,M128s,MS Series Windows,EU North,21.894,15982.619999999999
30-Apr-2017,D1/DS1 Low Priority,D/DS Series Windows,US East 2,0.052,37.96
31-Jan-2016,D5 v2/DS5 v2,Dv2/DSv2 Series,US East,1.17,854.0999999999999
31-Mar-2017,L32s,LS Series Windows,AP Southeast,4.464,3258.7200000000003
31-May-2018,D11 v2/DS11 v2,Dv2/DSv2 Series Windows,US East,0.264,192.72
30-Apr-2019,NC6s v3,NCSv3 Series,EU West,3.823,2790.79
31-Mar-2019,M16s Low Priority,MS Series Windows,AP Southeast,1.679,1225.67
14-Oct-2019,HB60rs,HBS Series Windows,US East,5.04,3679.2
16-Aug-2018,B1s,BS Series Windows,EU North,0.0153,11.168999999999999
28-Feb-2017,A8 Low Priority,A Series,US East,0.195,142.35
07-Apr-2019,M416ms v2 Low Priority,MSv2 Series Windows,AP Southeast,59.212,43224.76
31-Mar-2017,A4m v2 Low Priority,Av2 Series,US East,0.048,35.04
10-Jan-2019,NV12,NV Promo Series,EU North,1.452,1059.96
30-Nov-2014,A2,A Series,EU West,0.12,87.6
31-Jul-2018,NC6s v3 Low Priority,NCSv3 Series Windows,US East 2,1.33632,975.5136
02-Dec-2019,Type 2,MSv2 Series Dedicated Host,US East,54.538,39812.74
30-Nov-2019,E64a v4/E64as v4,Eav4/Easv4 Series,US East,4.032,2943.36
30-Apr-2019,M8ms Low Priority,MS Series Windows,AP Southeast,1.119,816.87
14-Dec-2017,D16 v3/D16s v3,Dv3/DSv3 Series Windows,US East,1.504,1097.92
31-Mar-2019,M32s Low Priority,MS Series Windows,AP Southeast,2.584,1886.3200000000002
31-Dec-2018,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series,US East,0.101,73.73
17-Aug-2017,A0 Low Priority,A Series Basic,AP Southeast,0.004,2.92
31-Jul-2019,NV12s v3 Low Priority,NVSv3 Series Windows,EU North,0.706,515.38
31-Mar-2017,H16 Low Priority,H Series,EU North,0.388,283.24
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series,EU North,0.342,249.66000000000003
31-Mar-2017,A8 v2 Low Priority,Av2 Series,AP East,0.093,67.89
31-May-2018,D12/DS12,D/DS Series Windows,US East 2,0.486,354.78
31-Mar-2019,D11 v2/DS11 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.0972,70.956
24-Jan-2019,L80s v2 Low Priority,LSv2 Series,EU North,1.376,1004.4799999999999
29-Jan-2018,ND6s Low Priority,NDS Series Windows,EU West,1.276,931.48
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series,US East,3.629,2649.17
31-Mar-2017,A2 v2 Low Priority,Av2 Series,EU North,0.017,12.41
31-May-2018,D12/DS12,D/DS Series,US East,0.386,281.78000000000003
28-Feb-2017,A5 Low Priority,A Series,AP Southeast,0.054,39.42
16-Nov-2017,NC6s v2,NCSv2 Series Windows,EU West,3.19,2328.7
31-Oct-2018,B2ms,BS Series,US East,0.0832,60.736
28-Feb-2019,F1/F1s,F/FS Series Windows,US East 2,0.0957,69.86099999999999
31-Mar-2019,ND24s,NDS Series Windows,AP Southeast,14.318,10452.14
16-Jun-2017,H16m,H Series,AP Southeast,2.476,1807.48
02-Nov-2017,M64ms,MS Series,US East,10.337,7546.01
10-Jan-2019,H8,H Promo Series Windows,AP Southeast,0.923,673.7900000000001
30-Nov-2017,A3 Low Priority,A Series Basic,US East 2,0.0352,25.696
29-Jan-2018,F8s v2 Low Priority,FSv2 Series Windows,AP East,0.2824,206.152
28-Feb-2019,F2/F2s Low Priority,F/FS Series Windows,US East 2,0.0766,55.918
31-Aug-2018,D13 v2/DS13 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP Southeast,1.182,862.8599999999999
10-Dec-2018,M64ls Low Priority,MS Series Windows,AP East,4.721,3446.33
30-Apr-2017,D14/DS14 Low Priority,D/DS Series Windows,EU North,0.778,567.94
31-Jul-2019,E48 v3/E48s v3,Ev3/ESv3 Series,AP East,4.008,2925.84
28-Feb-2017,D13 v2/DS13 v2 Low Priority,Dv2/DSv2 Series,AP Southeast,0.153,111.69
30-Nov-2014,A2,A Series Windows,US East,0.18,131.4
29-Jan-2018,F16s v2 Low Priority,FSv2 Series Windows,EU North,0.6016,439.168
27-Feb-2019,M208s v2,MSv2 Series Windows,US East,31.878,23270.94
09-Aug-2018,M8ms,MS Series Windows,AP East,3.497875,2553.44875
30-Apr-2014,A6,A Series Windows,EU North,0.6,438
31-Jul-2019,F8s v2,FSv2 Series,AP East,0.432,315.36
30-Nov-2019,E48a v4/E48as v4 Low Priority,Eav4/Easv4 Series Windows,US East,2.093,1527.8899999999999
31-Aug-2018,D3 v2/DS3 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP Southeast,0.58,423.4
31-Mar-2019,D1/DS1 Low Priority,D/DS Series,AP East,0.0225,16.425
31-Aug-2016,D3 v2/DS3 v2,Dv2/DSv2 Series,EU West,0.272,198.56
30-Sep-2015,D1/DS1,D/DS Series,EU West,0.084,61.32
31-Mar-2017,A8m v2 Low Priority,Av2 Series Windows,AP Southeast,0.357,260.61
10-May-2018,E20 v3/E20s v3,Ev3/ESv3 Series,US East 2,1.46,1065.8
31-Jul-2019,F8s v2,FSv2 Series Windows,AP East,0.8,584
31-May-2018,D32 v3/D32s v3 Low Priority,Dv3/DSv3 Series,US East 2,0.307,224.10999999999999
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series,EU North,4.061,2964.5299999999997
18-May-2017,M64s,MS Series,EU North,8.003,5842.1900000000005
10-Jan-2019,NC12,NC Promo Series,EU North,0.855,624.15
31-Mar-2019,NV12 Low Priority,NV Series Windows,EU North,1.166,851.18
30-Nov-2017,NV12 Low Priority,NV Series,US East,0.456,332.88
31-Oct-2018,B2s,BS Series,EU West,0.048,35.04
31-Mar-2019,ND24s,NDS Series Windows,EU West,12.759,9314.07
31-Jul-2018,NC24rs v3 Low Priority,NCSv3 Series Windows,US East 2,5.83488,4259.4624
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series,AP East,0.857,625.61
30-Sep-2015,D1/DS1,D/DS Series,US East,0.077,56.21
31-Dec-2018,E32 v3/E32s v3,Ev3/ESv3 Series,US East,2.016,1471.68
31-Mar-2017,L32s,LS Series,US East 2,2.746,2004.58
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series,US East 2,0.149,108.77
31-Dec-2018,E2 v3/E2s v3,Ev3/ESv3 Series Windows,EU North,0.233,170.09
02-Nov-2017,L8s Low Priority,LS Series Windows,US East 2,0.436,318.28
31-May-2018,NC6,NC Series,US East 2,0.9,657
30-Sep-2015,D4/DS4,D/DS Series Windows,AP Southeast,1.288,940.24
08-May-2019,B20ms,BS Series,EU West,0.96,700.8
30-Sep-2015,D3/DS3,D/DS Series,US East 2,0.268,195.64000000000001
02-Nov-2017,F4/F4s Low Priority,F/FS Series,EU North,0.045,32.85
31-May-2018,F16/F16s Low Priority,F/FS Series Windows,US East 2,0.613,447.49
24-Jan-2019,L32s v2,LSv2 Series,EU North,2.752,2008.9599999999998
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series Windows,AP Southeast,0.781,570.13
10-Dec-2018,G1/GS1 Low Priority,G/GS Series,AP East,0.152,110.96
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series,US East 2,3.629,2649.17
28-Feb-2017,D13/DS13 Low Priority,D/DS Series,AP East,0.193,140.89000000000001
02-Dec-2019,Type 2 HM,MSv2 Series Dedicated Host,US East 2,109.06,79613.8
30-Nov-2019,E48a v4/E48as v4,Eav4/Easv4 Series Windows,US East 2,5.232,3819.36
30-Apr-2017,D3/DS3 Low Priority,D/DS Series Windows,US East 2,0.208,151.84
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series,EU West,4.376,3194.48
31-Jul-2019,NV24s v3 Low Priority,NVSv3 Series,EU North,0.484,353.32
02-Feb-2017,E8 v3/E8s v3,Ev3/ESv3 Series,AP Southeast,0.64,467.2
28-Feb-2019,D11 v2/DS11 v2 Low Priority,Dv2/DSv2 Series Windows,AP East,0.141,102.92999999999999
07-Apr-2019,M416s v2,MSv2 Series Windows,AP Southeast,83.59,61020.700000000004
16-Nov-2017,NC12s v2,NCSv2 Series Windows,EU West,6.38,4657.4
10-Dec-2018,G4/GS4 Low Priority,G/GS Series,AP East,1.216,887.68
30-Nov-2019,D48a v4/D48as v4,Dav4/Dasv4 Series,EU West,2.76,2014.8
08-May-2019,B12ms,BS Series Windows,EU West,0.624,455.52
30-Dec-2018,HC44rs,HCS Series,EU North,1.901,1387.73
31-Mar-2019,M64ms Low Priority,MS Series Windows,EU North,6.729,4912.17
31-Jul-2019,NV48s v3,NVSv3 Series Windows,US East,6.768,4940.639999999999
30-Nov-2016,NC24,NC Series Windows,AP Southeast,6.226,4544.98
28-Feb-2017,A11 Low Priority,A Series,US East,0.312,227.76
26-Apr-2018,M32s,MS Series,US East 2,3.335,2434.55
31-Dec-2014,A3,A Series Basic,AP Southeast,0.232,169.36
31-Mar-2017,H16 Low Priority,H Series Windows,EU North,1.21,883.3
31-Mar-2017,E8 v3/E8s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,0.403,294.19
10-Jan-2019,NV12,NV Promo Series,EU West,1.639,1196.47
31-Oct-2016,A2 v2,Av2 Series Windows,EU North,0.13,94.9
28-Feb-2017,A10 Low Priority,A Series,US East,0.156,113.88
16-Nov-2017,NC6s v2,NCSv2 Series,US East,2.07,1511.1
02-Nov-2017,H16m Low Priority,H Series,AP Southeast,0.495,361.35
31-Jan-2016,D1 v2/DS1 v2,Dv2/DSv2 Series,AP East,0.107,78.11
31-May-2018,D11 v2/DS11 v2,Dv2/DSv2 Series Windows,US East 2,0.243,177.39
30-Nov-2016,NC24R,NC Series Windows,AP Southeast,6.849,4999.77
17-Aug-2017,A0 Low Priority,A Series Basic,EU North,0.004,2.92
30-Nov-2019,D2a v4/D2as v4,Dav4/Dasv4 Series Windows,EU West,0.207,151.10999999999999
30-Apr-2017,D4/DS4 Low Priority,D/DS Series Windows,AP Southeast,0.515,375.95
31-May-2018,F8/F8s Low Priority,F/FS Series Windows,US East 2,0.306,223.38
31-Aug-2018,D11 v2/DS11 v2 - Expired,Dv2/DSv2 Promo Series Windows,AP Southeast,0.295,215.35
08-May-2019,D48 v3/D48s v3 Low Priority,Dv3/DSv3 Series,EU West,0.576,420.47999999999996
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series,AP Southeast,4.609,3364.57
10-Oct-2018,DC2s,DCS Series Windows,US East,0.244,178.12
30-Nov-2019,E20a v4/E20as v4,Eav4/Easv4 Series,US East,1.26,919.8
30-Apr-2014,A6,A Series Windows,US East 2,0.6,438
27-Feb-2019,M208ms v2,MSv2 Series,EU North,53.544,39087.119999999995
31-May-2018,D12 v2/DS12 v2,Dv2/DSv2 Series Windows,AP East,0.704,513.92
17-Aug-2017,F8s v2 Low Priority,FSv2 Series Windows,AP Southeast,0.282,205.85999999999999
31-Oct-2017,NV24,NV Series,US East,4.56,3328.7999999999997
10-Jan-2019,H16m,H Promo Series,EU West,1.663,1213.99
31-Jan-2019,L8s v2,LSv2 Series,EU West,0.744,543.12
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series Windows,US East,6.573,4798.29
31-Mar-2017,A2m v2 Low Priority,Av2 Series Windows,US East,0.072,52.559999999999995
17-Aug-2017,F8s v2 Low Priority,FSv2 Series Windows,US East,0.26,189.8
30-Dec-2018,HB60rs Low Priority,HBS Series Windows,EU North,1.099,802.27
02-Nov-2017,F4/F4s Low Priority,F/FS Series,EU West,0.045,32.85
02-Dec-2019,Type 3,Dasv4 Series Dedicated Host,EU West,6.101,4453.73
03-Feb-2017,A1,A Series Basic Windows,AP Southeast,0.039,28.47
29-Jan-2018,F64s v2 Low Priority,FSv2 Series Windows,AP East,2.2576,1648.048
30-Nov-2019,E8a v4/E8as v4,Eav4/Easv4 Series,EU West,0.608,443.84
31-Oct-2018,F32s v2 Low Priority,FSv2 Series,EU North,0.307,224.10999999999999
19-Mar-2019,Dsv3 Type1,DSv3 Series Dedicated Host,EU North,3.767,2749.91
30-Apr-2017,A2 Low Priority,A Series Windows,AP Southeast,0.072,52.559999999999995
09-Oct-2019,D96a v4/D96as v4,Dav4/Dasv4 Series Windows,US East,9.024,6587.5199999999995
10-Jan-2019,H16r,H Promo Series,EU North,1.281,935.13
31-Mar-2017,A1 v2 Low Priority,Av2 Series,AP Southeast,0.009,6.569999999999999
28-Feb-2019,D12/DS12 Low Priority,D/DS Series Windows,AP Southeast,0.245,178.85
31-Jul-2019,F16s v2,FSv2 Series,AP East,0.864,630.72
30-Nov-2014,A4,A Series Windows,US East 2,0.72,525.6
31-Aug-2015,A10,A Series Windows,EU North,1.08,788.4000000000001
31-Mar-2019,ND24rs Low Priority,NDS Series Windows,AP Southeast,6.301,4599.7300000000005
02-Nov-2017,H16mr Low Priority,H Series Windows,AP Southeast,1.87,1365.1000000000001
31-Jul-2017,F32s v2,FSv2 Series Windows,AP Southeast,2.822,2060.06
31-Jan-2016,D14 v2/DS14 v2,Dv2/DSv2 Series,AP East,1.835,1339.55
03-May-2016,H16r,H Series,EU North,2.136,1559.2800000000002
10-Jan-2019,Fsv2 Type2,FSv2 Series Dedicated Host,US East 2,3.366,2457.1800000000003
14-Dec-2017,D16 v3/D16s v3,Dv3/DSv3 Series,EU North,0.856,624.88
12-Jan-2020,Esv3 Type1,ESv3 Series Dedicated Host,AP East,4.717,3443.41
31-Dec-2014,A4,A Series Basic Windows,US East 2,0.592,432.15999999999997
08-May-2019,F48s v2 Low Priority,FSv2 Series Windows,US East,1.696,1238.08
16-Nov-2017,ND12s,NDS Series Windows,EU West,6.38,4657.4
31-Jul-2019,B8ms,BS Series Windows,AP East,0.499,364.27
30-Apr-2017,D3/DS3 Low Priority,D/DS Series Windows,AP Southeast,0.258,188.34
30-Nov-2019,D16a v4/D16as v4,Dav4/Dasv4 Series,US East 2,0.768,560.64
03-May-2016,H8,H Series Windows,EU North,1.513,1104.49
30-Nov-2019,D2a v4/D2as v4,Dav4/Dasv4 Series Windows,US East,0.188,137.24
10-Jan-2019,NV6,NV Promo Series,EU North,0.726,529.98
10-Jan-2019,H8,H Promo Series Windows,US East,0.911,665.03
17-Aug-2017,F64s v2 Low Priority,FSv2 Series Windows,US East,2.084,1521.3200000000002
08-May-2019,E48 v3/E48s v3 Low Priority,Ev3/ESv3 Series,US East,0.605,441.65
31-Jul-2018,NC24s v3 Low Priority,NCSv3 Series Windows,US East 2,5.34528,3902.0544
31-May-2018,D64 v3/D64s v3,Dv3/DSv3 Series Windows,US East 2,6.016,4391.68
08-May-2019,E48 v3/E48s v3,Ev3/ESv3 Series Windows,EU North,5.592,4082.16
26-Apr-2018,M32ms,MS Series,US East 2,6.146,4486.58
02-Dec-2019,Type 2,MSv2 Series Dedicated Host,AP Southeast,70.899,51756.270000000004
30-Apr-2019,M16ms Low Priority,MS Series Windows,AP Southeast,2.239,1634.4699999999998
30-Apr-2014,A5,A Series Windows,US East,0.33,240.9
30-Apr-2019,NC24s v2 Low Priority,NCSv2 Series Windows,EU West,5.104,3725.92
31-Mar-2017,A8m v2 Low Priority,Av2 Series,US East,0.095,69.35
28-Feb-2017,A2 Low Priority,A Series,US East,0.024,17.52
09-Aug-2018,ND40s v2,NDSv2 Series,EU West,18.03,13161.900000000001
31-Dec-2018,E64i v3/E64is v3,Ev3/ESv3 Series Windows,US East 2,6.573,4798.29
31-Dec-2018,E32 v3/E32s v3,Ev3/ESv3 Series Windows,EU North,3.728,2721.44
28-Feb-2019,F1/F1s,F/FS Series Windows,US East,0.0957,69.86099999999999
31-Mar-2017,A8m v2 Low Priority,Av2 Series,US East 2,0.105,76.64999999999999
28-Feb-2017,G2/GS2 Low Priority,G/GS Series,AP Southeast,0.264,192.72
31-Aug-2018,D2 v2/DS2 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East 2,0.234,170.82000000000002
02-Dec-2019,Type 3,Easv4 Series Dedicated Host,AP Southeast,8.039,5868.469999999999
31-Jul-2018,NC24rs v3,NCSv3 Series Windows,US East 2,14.5872,10648.655999999999
31-Dec-2014,A3,A Series Basic Windows,US East 2,0.296,216.07999999999998
16-Nov-2017,NC12s v2,NCSv2 Series,US East,4.14,3022.2
31-May-2018,F2s v2,FSv2 Series Windows,US East 2,0.163,118.99000000000001
31-Dec-2016,M64ms,MS Series Windows,EU West,19.036,13896.28
10-Jan-2019,NC6,NC Promo Series Windows,US East,0.672,490.56
31-Mar-2019,D2 v2/DS2 v2 Low Priority,Dv2/DSv2 Series Windows,EU North,0.0929,67.817
31-Mar-2017,A4m v2 Low Priority,Av2 Series Windows,US East 2,0.151,110.22999999999999
30-Dec-2018,HC44rs Low Priority,HCS Series,EU North,0.38,277.4
08-May-2019,L48s v2 Low Priority,LSv2 Series Windows,US East,2.381,1738.1299999999999
30-Nov-2019,D48a v4/D48as v4 Low Priority,Dav4/Dasv4 Series,EU West,0.552,402.96000000000004
10-Jan-2019,H8m,H Promo Series Windows,AP Southeast,1.111,811.03
10-Dec-2018,M64ms Low Priority,MS Series,AP East,3.748,2736.04
31-Mar-2017,NC6 Low Priority,NC Series Windows,EU North,0.462,337.26
31-Oct-2016,A4 v2,Av2 Series,US East 2,0.191,139.43
31-Mar-2017,E2 v3/E2s v3 Low Priority,Ev3/ESv3 Series,AP Southeast,0.032,23.36
08-May-2019,F48s v2 Low Priority,FSv2 Series,US East,0.406,296.38
10-Jan-2019,NC12,NC Promo Series Windows,EU West,1.582,1154.8600000000001
28-Feb-2017,D15 v2/DS15 v2 Low Priority,Dv2/DSv2 Series,EU North,0.371,270.83
31-Jul-2018,NC24s v3,NCSv3 Series,US East 2,12.24,8935.2
28-Feb-2019,F4/F4s Low Priority,F/FS Series,US East,0.0398,29.054000000000002
31-Dec-2018,E64 v3/E64s v3,Ev3/ESv3 Series Windows,US East 2,6.573,4798.29
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series,EU North,1.027,749.7099999999999
30-Nov-2019,E64a v4/E64as v4 Low Priority,Eav4/Easv4 Series Windows,EU North,2.982,2176.86
09-Jun-2019,D15i v2/DS15i v2,Dv2/DSv2 Series,EU North,1.853,1352.69
31-May-2015,G4/GS4,G/GS Series,AP Southeast,5.28,3854.4
29-Jan-2018,NC24s v2 Low Priority,NCSv2 Series,EU West,2.1464,1566.8719999999998
10-Jan-2019,NC6,NC Promo Series Windows,US East 2,0.672,490.56
31-Mar-2019,M32s Low Priority,MS Series Windows,EU North,2.217,1618.41
26-Apr-2018,M32s,MS Series Windows,EU West,6.141,4482.93
30-Nov-2019,E20a v4/E20as v4,Eav4/Easv4 Series,EU North,1.41,1029.3
08-May-2019,L48s v2 Low Priority,LSv2 Series,AP Southeast,0.898,655.54
08-May-2019,L48s v2,LSv2 Series Windows,US East,5.952,4344.96
31-Aug-2018,D4 v2/DS4 v2 - Expired,Dv2/DSv2 Promo Series Windows,US East,1.008,735.84
09-Oct-2019,D96a v4/D96as v4 Low Priority,Dav4/Dasv4 Series Windows,AP Southeast,4.07,2971.1000000000004
31-Dec-2018,E32 v3/E32s v3 Low Priority,Ev3/ESv3 Series Windows,US East,1.395,1018.35
09-Oct-2019,ND40rs v2,NDrSv2 Series,US East,22.032,16083.36
26-Apr-2018,M32ms,MS Series,AP Southeast,8.9117,6505.541
30-Nov-2017,A2 Low Priority,A Series Basic,US East 2,0.0136,9.927999999999999
10-Jan-2019,H16r,H Promo Series,EU West,1.365,996.45
30-Nov-2017,M128ms,MS Series,EU North,32.0256,23378.688
30-Apr-2019,M32ms,MS Series Windows,EU North,9.656,7048.88
14-Oct-2019,HB60rs Low Priority,HBS Series Windows,US East,2.016,1471.68
31-Oct-2016,A4m v2,Av2 Series,EU North,0.291,212.42999999999998
31-Oct-2013,A1,A Series Windows,AP Southeast,0.09,65.7
30-Nov-2019,D32a v4/D32as v4 Low Priority,Dav4/Dasv4 Series Windows,AP Southeast,1.357,990.61
16-Nov-2017,ND6s,NDS Series,AP Southeast,3.038,2217.74
31-Mar-2017,NV12 Low Priority,NV Series,AP Southeast,0.636,464.28000000000003
31-May-2015,G2/GS2,G/GS Series Windows,EU West,1.54,1124.2
30-Nov-2019,E16a v4/E16as v4 Low Priority,Eav4/Easv4 Series Windows,EU West,0.781,570.13
31-Mar-2019,E20 v3/E20s v3 Low Priority,Ev3/ESv3 Series Windows,AP Southeast,1.008,735.84
31-Mar-2019,D1 v2/DS1 v2 Low Priority,Dv2/DSv2 Series Windows,US East,0.0504,36.792
26-Apr-2018,M8ms,MS Series,US East 2,1.5365,1121.645
26-Apr-2018,M16ms,MS Series Windows,AP Southeast,5.5967,4085.5910000000003
31-Mar-2017,A2 v2 Low Priority,Av2 Series Windows,EU West,0.052,37.96
02-Nov-2017,L32s Low Priority,LS Series,EU West,0.595,434.34999999999997
31-Mar-2017,H8m Low Priority,H Series Windows,EU West,0.914,667.22
28-Feb-2019,F4s v2 Low Priority,FSv2 Series,US East,0.0338,24.673999999999996
31-Mar-2017,L4s,LS Series,EU West,0.372,271.56
30-Apr-2019,NV24 Low Priority,NV Series Windows,US East 2,2.257,1647.6100000000001
30-Sep-2015,D1/DS1,D/DS Series Windows,EU North,0.129,94.17
31-Jul-2019,NV12s v3 Low Priority,NVSv3 Series,US East,0.228,166.44
10-Jan-2019,NV12,NV Promo Series Windows,US East 2,1.994,1455.62
26-Apr-2018,M32ls Low Priority,MS Series,US East,0.5746,419.458
28-Feb-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series,EU North,0.211,154.03
26-Apr-2018,M32ts Low Priority,MS Series Windows,EU West,1.23848,904.0904
31-Mar-2017,H16mr Low Priority,H Series,EU North,0.572,417.55999999999995
02-Nov-2017,M128ms Low Priority,MS Series,AP Southeast,7.74,5650.2
30-Nov-2019,E16a v4/E16as v4,Eav4/Easv4 Series Windows,EU West,1.952,1424.96
28-Feb-2017,A1 Low Priority,A Series,EU West,0.012,8.76
27-Feb-2019,M208s v2,MSv2 Series Windows,US East 2,31.878,23270.94
10-Jan-2019,H16,H Promo Series,AP Southeast,1.109,809.5699999999999
31-Aug-2016,D5 v2/DS5 v2,Dv2/DSv2 Series Windows,AP Southeast,2.318,1692.14
10-Jan-2019,NV24,NV Promo Series Windows,US East,3.84,2803.2
30-Apr-2019,M8ms Low Priority,MS Series Windows,EU North,0.966,705.18
30-Apr-2017,D5 v2/DS5 v2 Low Priority,Dv2/DSv2 Series Windows,US East 2,0.749,546.77
31-Mar-2017,NC24 Low Priority,NC Series Windows,EU North,1.85,1350.5
30-Sep-2017,H16r,H Series,EU West,2.271,1657.83
30-Sep-2015,D14/DS14,D/DS Series Windows,US East 2,1.944,1419.12
30-Nov-2019,E32a v4/E32as v4,Eav4/Easv4 Series Windows,US East,3.488,2546.24
27-Feb-2019,M208s v2 Low Priority,MSv2 Series,US East,4.462,3257.2599999999998
28-Feb-2019,F2/F2s Low Priority,F/FS Series,US East 2,0.0199,14.527000000000001
28-Feb-2019,D16 v3/D16s v3 Low Priority,Dv3/DSv3 Series Windows,EU North,0.637,465.01
